UserID,List Recommendation
1297,"['Prague Da Nang Beach Hotel', 'Nagila Boutique Hotel', 'Golden Lotus Grand Da Nang - Panoramic Rooftop Bar & Daily Afternoon Tea', 'The Sail Hotel - My Khe Beach', 'LEGEND Boutique Hotel', 'Parosand Da Nang Hotel -Belle Maison Parosand Da Nang Hotel', 'Nguyen Gia Hotel', 'Kamala Hotel & Apartment Da Nang', 'ELC Luxury Hotel Danang - An Thuong Walking Street', 'Central Hotel & Spa Danang', 'Kim House Boutique Hotel Da Nang', 'The Dream Beach Hotel Danang', 'Century Hotel Da Nang', 'Estrella Boutique Hotel', 'Nesta Hotel Da Nang', 'Hadana Boutique Hotel Danang', 'Fivitel Boutique Da Nang', 'Val Soleil Hotel', 'Roliva Hotel & Apartment Danang', 'Maximilan Danang Beach Hotel', 'HS Hotel', 'Balcona Hotel Da Nang', 'Capecia Danang Hotel and Apartment', 'Caro Premium Danang Hotel', 'Dolphin Hotel and Apartment']"
1298,"['Le Sands Oceanfront Danang Hotel', 'IBIZA Riverfront Da Nang Hotel', 'Saha Casa Boutique Hotel Da Nang', 'Mangata Beachfront Hotel - Rooftop Bar Sea View', 'Maximilan Danang Beach Hotel', 'Balcona Hotel Da Nang', 'Nhat Linh Hotel & Suites Da Nang', 'Menora Grand Da Nang', 'Capecia Danang Hotel and Apartment', 'Sanouva Da Nang Hotel - Daily Afternoon Tea Inclusive', 'KOVA Diamond Hotel Da Nang', 'M Hotel Danang', 'Thè HEM Hotel and Apartment', 'Prague Da Nang Beach Hotel', 'Leaf Beachfront Hotel Da Nang', 'Stella Maris Beach Danang', 'Golden Lotus Grand Da Nang - Panoramic Rooftop Bar & Daily Afternoon Tea', 'Le House Boutique Hotel - 100m to the beach', 'Nesta Hotel Da Nang', 'The Sail Hotel - My Khe Beach', 'Golden Lotus Hotel Da Nang - Rooftop Bar Sea View', 'Sala Danang Beach Hotel', 'Son Tra Beach Resort & Spa Danang', 'Estrella Boutique Hotel', 'Grand Sea Hotel Danang']"
1300,"['DALAT STREAM HOTEL-Khách sạn đẹp Đà Lạt', 'Le Macaron City Center - Boutique Hotel Đà Lạt', 'Strawberry Hotel Dalat', 'Dalat ECO Hotel 2', '688 Hotel Đà Lạt', 'Sugar Land Villa Hotel', 'Đông Đức Hostel Đà Lạt', 'LE PHUONG Dalat', 'Pi Boutique Hotel', 'Torino Hotel Dalat', ""Saigon's Book Da Lat Hotel"", 'THIEN AN GUEST HOUSE', 'Dalat Eco Hotel', 'Cattleya', 'Phu Tho Da Lat Hotel', 'HOÀNG DIỆU DALAT', 'Maxim Hotel', 'Tường Vy Dalat Central', 'Lovely House', 'ALEX HOTEL Peony', 'Hanah Hotel Dalat', 'Thanh Hùng Dalat Hotel', 'Carita Hotel', 'Khách Sạn Lối Về Đà Lạt', 'Khách Sạn Mỹ Hằng']"
1305,"['Hoianoi Villa', 'Cozy Original Hoi An Hotel', 'Backhome Hostel & Bar', 'Tomorrow Hoi An Villa', 'Reu Boutique Hotel', 'Hoi An Golden Holiday Hotel & Spa', 'Sea Lavie Boutique Resort & Spa', 'Royal Mansion Boutique Hoi An', 'Amina Lantana Hoi An Hotel & Spa', 'Hoi An Grace River Villa', 'Green Grapefruit Villa', 'Hoi An Discovery Villa', 'Art Museum Villa Hoi An', 'Uptown Hoi An Hotel & Spa', 'Volar Hoi An', 'Numa Villa Near Old Town Hoi An', 'Starfruit villa Hoi An', 'Trendy Life Villa Hoi An', ""Lover's Retreat Villa Hoi An"", 'Hawal Boutique Villa Hoi An', 'De An Hotel', 'The Saga Hotel Hoi An', 'Golden Soulmate homestay', 'iHome Hoi An', 'Art Villa Hoi An']"
1311,"['Hanoi Center Silk Premium Hotel & Spa & Travel', 'MAY DE VILLE Crown Hotel', 'TrangTrang Premium Hotel & Sky Bar', 'Hanoi Boutique Hotel & Spa', 'Loom Hotel Hanoi', 'Alisa Hotel & Spa', 'Solare De Monte Hotel & Spa', 'TRUNG - The Coffee House', 'Hanoi Center Silk Hotel & Travel', 'Aurora Oriental Hotel', 'Hanoi Le Chateau Hotel & Spa', 'TrangTrang Luxury Hotel', 'Du Palace Hotel & Travel', 'Hotel Omina Hanoi Travel', 'La Mejor Indochine Hotel', 'GM Premium Hotel', 'Hanoi Allure Hotel', '22Land Heritage Hotel & Retreat', 'Hanoi de Garden Boutique Hotel & Spa', 'Emissary Central Hotel & Spa', 'Fairmont Hanoi', ""H Hôtel L'Art Hanoi"", 'Golden Sail Hotel & Spa', 'SolStay Thuoc Bac - Hanoi Old Quarter', 'VietHome-Doorstep to Hoan Kiem Lake']"
1312,"['Hanoi Center Silk Hotel & Travel', 'Hanoi Center Silk Classic Hotel & Travel', 'La Passion Hanoi Hotel & Spa', 'Golden Sail Hotel & Spa', 'Eliana Premio Hotel Hanoi', 'Amira Hotel Hanoi', 'Hanoi Hidden Guest House', ""Dom's Residence Hoan Kiem"", 'TRUNG - The Coffee House', 'Alisa Hotel & Spa', 'The Silk Boutique Hotel & Spa - Old Quarter City Center', ""Hanoi L'Heritage Diamond Hotel & Spa"", '*SUPER LOCATION*2 BEDS*OLD QUARTER', 'Léman Old Quarter', 'Madelise Palace Hotel & Travel', 'Lotusama Central Hanoi Hotel', 'Eliana Signature Hanoi Hotel', 'TrangTrang Premium Hotel & Sky Bar', 'Le Petit Prince Lakeside Hotel & Rooftop Bar', 'Kecho Legacy Hotel Hanoi & Spa', 'Hanoi Allure Hotel', 'TrangTrang Luxury Hotel', 'Ficus Suites', 'Solare De Monte Hotel & Spa', 'Hotel Omina Hanoi Travel']"
1316,"['Arya Hotel Dalat', 'Greenview City Hotel', 'Marigold Hotel Dalat', '688 Hotel Đà Lạt', 'Lacami Dalat Hotel', 'An Garden Dalat', 'Dalat ECO Hotel 2', 'Dalat Luxury Hotel', 'Mia House Dalat', 'Đông Đức Hostel Đà Lạt', 'DALAT STREAM HOTEL-Khách sạn đẹp Đà Lạt', 'Phuong Anh Hotel', 'Sunset Hill Dalat', 'Nguyễn Tài Hostel & Coffee Đà Lạt', 'Nón Lá Guest House', 'Cattleya', 'Sam Ha Phuong Boutique Da Lat', 'AM Memory Central Hotel 2', 'Strawberry Hotel Dalat', 'TALA Dalat Hotel', 'M Hotel Đà Lạt', 'Dalat Memory Inn', 'PINE VIEW Hotel Dalat', ""Be Youth Villa Đà Lạt - O'TEL"", 'Whammy House Dalat']"
1325,"['Dalat ECO Hotel 2', 'Carita Hotel', 'Hanah Hotel Dalat', 'Torino Hotel Dalat', 'Hoang Quan Hotel', 'LE PHUONG Dalat', 'Moc Tra Hotel', 'DALAT STREAM HOTEL-Khách sạn đẹp Đà Lạt', 'THIEN AN GUEST HOUSE', 'Casanova Dalat Hotel', 'Thanh Hùng Dalat Hotel', 'HOÀNG DIỆU DALAT', 'Thanh Do Hotel', 'Nhà nghỉ Nghĩa Nhân', 'Tường Vy Dalat Central', 'Feliz Dalat Homestay', 'Dalat Eco Hotel', 'New Hampton Suits-Tam Xuan Centre Hotel', 'ARTIS Hotel Da Lat', '688 Hotel Đà Lạt', 'The Note Dalat', 'Khách Sạn Lối Về Đà Lạt', 'CaLi Nguyen', 'The Green House Da Lat', 'Nature Hotel - Nam Ky Khoi Nghia']"
1326,"['Alani Sea View Hotel', 'M Hotel Danang', 'Golden Lotus Hotel Da Nang - Rooftop Bar Sea View', 'Sunview Beach Hotel Danang', 'Saha Casa Boutique Hotel Da Nang', 'The Sail Hotel - My Khe Beach', 'ELC Luxury Hotel Danang - An Thuong Walking Street', 'Golden Lotus Grand Da Nang - Panoramic Rooftop Bar & Daily Afternoon Tea', 'Prague Da Nang Beach Hotel', 'Nesta Hotel Da Nang', 'Melia Danang Beach Resort', 'KOVA Diamond Hotel Da Nang', 'Balcona Hotel Da Nang', 'Val Soleil Hotel', 'Maximilan Danang Beach Hotel', 'Lucia Beach Hotel', 'Stella Maris Beach Danang', 'Monalisa Luxury Hotel', 'Capecia Danang Hotel and Apartment', 'Mercury Boutique Hotel', 'Golden Lotus Luxury Hotel Danang - Complimentary Daily Afternoon Tea', 'Dana Marina Boutique Hotel', 'Palazzo Luxury Hotel & Bistro - Central My Khe Beach Walking Street', 'Halina Hotel and Apartment', 'Thè HEM Hotel and Apartment']"
1328,"['Lasol Boutique Hotel', 'Nón Lá Guest House', 'Aki 秋 Hostel', 'DALAT STREAM HOTEL-Khách sạn đẹp Đà Lạt', 'Dalat ECO Hotel 2', 'Tasme Dalat Signature', 'Roy Dala Hotel', 'Dalat Luxury Hotel', 'The Kadupul Homecation', 'H Flower Hotel Đà Lạt - An An Hotel cũ', 'M Hotel Đà Lạt', 'Cattleya', 'Sam Ha Phuong Boutique Da Lat', 'ARTIS Hotel Da Lat', 'Uyen Phuong Dalat Center By HOS', 'Villa Camellia', '688 Hotel Đà Lạt', ""The Morris Boutique Hotel 2 - O'TEL"", 'Casanova Dalat Hotel', 'Dalat Roof Hotel', 'MrLee Dalat House', 'THIEN AN GUEST HOUSE', 'Tigon Dalat Hostel', 'Nhà Sói Homestay Da Lat', 'ORCHID Hotel']"
1329,"['M Hotel Danang', 'Dolphin Hotel and Apartment', 'Seashore Hotel & Apartment', 'Val Soleil Hotel', 'Grand Sunrise Boutique Hotel', 'Golden Lotus Hotel Da Nang - Rooftop Bar Sea View', 'The Sail Hotel - My Khe Beach', 'Leaf Beachfront Hotel Da Nang', 'Golden Lotus Grand Da Nang - Panoramic Rooftop Bar & Daily Afternoon Tea', 'Maximilan Danang Beach Hotel', 'Awaken Da Nang Hotel', 'Capecia Danang Hotel and Apartment', 'KOVA Diamond Hotel Da Nang', 'Sofiana My Khe Hotel & Spa - Rooftop Pool Bar - Free 01 Draught Beer and 20-minute Spa per Room', 'Robin Hotel Danang', 'Stella Maris Beach Danang', 'Thè HEM Hotel and Apartment', 'Nesta Hotel Da Nang', 'Sala Danang Beach Hotel', 'ELC Luxury Hotel Danang - An Thuong Walking Street', 'Prague Da Nang Beach Hotel', 'Golden Lotus Luxury Hotel Danang - Complimentary Daily Afternoon Tea', 'Balcona Hotel Da Nang', 'Rest Hotel & Apartment', 'Ritzy Boutique Hotel Da Nang Beach']"
1331,"['Golden Lotus Grand Da Nang - Panoramic Rooftop Bar & Daily Afternoon Tea', 'Balcona Hotel Da Nang', 'Golden Lotus Luxury Hotel Danang - Complimentary Daily Afternoon Tea', 'M Hotel Danang', 'Sunny Ocean Hotel & Spa', 'Golden Lotus Hotel Da Nang - Rooftop Bar Sea View', 'Estrella Boutique Hotel', 'Prague Da Nang Beach Hotel', 'Ocean Bliss Hotel - Free Sauna', 'Thè HEM Hotel and Apartment', 'Nesta Hotel Da Nang', 'Leaf Beachfront Hotel Da Nang', 'Maximilan Danang Beach Hotel', 'ELC Luxury Hotel Danang - An Thuong Walking Street', 'The Sail Hotel - My Khe Beach', 'KOVA Diamond Hotel Da Nang', 'Capecia Danang Hotel and Apartment', 'Caro Premium Danang Hotel', 'Hotel Del Luna Boutique', 'Stella Maris Beach Danang', 'Lunar Hotel Danang', 'voco Ma Belle Danang by IHG', 'Monalisa Luxury Hotel', 'Platinum Danang Hotel', 'Parosand Da Nang Hotel -Belle Maison Parosand Da Nang Hotel']"
1333,"['Countryside Garden Homestay', 'Ancient Garden Boutique Hoi An', 'Emerald Hoi An Riverside Resort', 'Cam Nam Homestay', 'Hoa Mau Don Homestay', 'Lavini Hoian Boutique Villa', 'Cocoon Villa', 'Flame Flowers Homestay', 'Hoi An Grace River Villa', 'Hoi An Discovery Villa', 'PHỐ CHỢ ĐÊM Villa - Near Hoi An Old Town 200m', 'Vaia Hoi An Boutique Hotel', 'Hoi An New Life Homestay & Villa', 'Art Villa Hoi An', ""Bi's House Homestay"", 'Hoi An Green Channel Homestay', 'Windy River Homestay', 'Hawal Boutique Villa Hoi An', 'Hoi An Bali Homestay', 'Villa Charming Hoi An', 'Volar Hoi An', 'Roxana River Villa', 'Moc Lan Boutique Hotel', 'Cherry Garden Homestay', 'The Moon Villa Hoi An']"
1337,"['Thanh Thanh 5 Dalat Hotel - KS Gần Chợ Đêm Giá Rẻ', 'Phuong Hong Guesthouse', 'Dalat Paradise Hotel', 'DALAT STREAM HOTEL-Khách sạn đẹp Đà Lạt', 'Dalat ECO Hotel 2', 'Moc Thach Hostel Dalat', 'THIEN AN GUEST HOUSE', 'LE PHUONG Dalat', 'The Kadupul Homecation', 'Dalat Eco Hotel', 'Tường Vy Dalat Central', 'ALEX HOTEL Peony', 'Hanah Hotel Dalat', 'Tigon Dalat Hostel', 'Lasol Boutique Hotel', ""The Morris Boutique Hotel 2 - O'TEL"", 'Hostel Phuong Nga', 'ARTIS Hotel Da Lat', 'Myrtle Boutique Hotel', 'Tuan Thuy Hotel', 'Dalat Luxury Hotel', 'Nụ Cười Xinh', 'Thanh Hùng Dalat Hotel', 'Vanilla Dalat Hotel', 'Minh Chiến Hostel -Guest House-']"
1339,"['Hanoi Center Silk Classic Hotel & Travel', 'Golden Sail Hotel & Spa', 'Eliana Premio Hotel Hanoi', 'Hanoi Center Silk Hotel & Travel', 'Classic Street Hotel', 'Amira Hotel Hanoi', 'Hanoi Hidden Guest House', 'TRUNG - The Coffee House', ""Dom's Residence Hoan Kiem"", '*SUPER LOCATION*2 BEDS*OLD QUARTER', 'Alisa Hotel & Spa', 'Léman Old Quarter', 'Ficus Suites', 'The Silk Boutique Hotel & Spa - Old Quarter City Center', 'La Passion Hanoi Hotel & Spa', 'Hotel Emerald Waters Classy', ""Hanoi L'Heritage Diamond Hotel & Spa"", 'Lotusama Central Hanoi Hotel', 'Hanoi Emerald Waters Hotel Valley', 'TrangTrang Classy Hotel', 'Railway Apartment', 'Hanoi Allure Hotel', 'Madelise Palace Hotel & Travel', 'TrangTrang Premium Hotel & Sky Bar', 'Madelise Grand Hotel']"
1342,"['Hanoi Center Silk Classic Hotel & Travel', 'Golden Sail Hotel & Spa', 'Grande Collection Hotel & Spa', 'Hanoi Center Silk Hotel & Travel', 'Hanoi Media Hotel & Spa', 'The Silk Boutique Hotel & Spa - Old Quarter City Center', 'Classic Street Hotel', 'Alisa Hotel & Spa', 'TRUNG - The Coffee House', 'Amira Hotel Hanoi', ""Hanoi L'Heritage Diamond Hotel & Spa"", '*SUPER LOCATION*2 BEDS*OLD QUARTER', 'Hanoi Little Town Hotel', 'Hanoi Hidden Guest House', 'Hanoi Allure Hotel', ""Dom's Residence Hoan Kiem"", 'Léman Old Quarter', 'TrangTrang Premium Hotel & Sky Bar', 'GRAND HOTEL du LAC Hanoi', 'Hotel Omina Hanoi Travel', 'Embrace Boutique Hanoi Hotel', 'TrangTrang Luxury Hotel', 'Bonne Nuit Hotel & Spa Hanoi', 'Madelise Grand Hotel', 'GRAND CITITEL Hanoi Hotel & Spa']"
1343,"['Torino Hotel Dalat', 'Cattleya', 'DALAT STREAM HOTEL-Khách sạn đẹp Đà Lạt', 'Dalat ECO Hotel 2', 'THIEN AN GUEST HOUSE', 'Sunset Hill Dalat', 'ARTIS Hotel Da Lat', '688 Hotel Đà Lạt', 'Dalat Luxury Hotel', 'Thanh Hùng Dalat Hotel', 'LE PHUONG Dalat', 'Mia House Dalat', 'Hanah Hotel Dalat', 'Thanh Thao Dalat Hotel', 'ALEX HOTEL Peony', 'Pho Nui Hotel', ""The Morris Boutique Hotel 2 - O'TEL"", 'Sam Ha Phuong Boutique Da Lat', 'Tường Vy Dalat Central', 'AM Memory Central Hotel 2', 'Dahill 196 Dalat', 'Nhà Sói Homestay Da Lat', 'Phuong Anh Hotel', 'Dalat Eco Hotel', 'Soda Hotel Đà Lạt']"
1345,"['Grande Collection Hotel & Spa', 'Hanoi Boutique Hotel & Spa', 'Aira Boutique Hanoi Hotel & Spa', 'Hanoi Center Silk Hotel & Travel', 'La Passion Hanoi Hotel & Spa', ""H Hôtel L'Art Hanoi"", 'La Nueva Boutique Hotel Hanoi & Spa', 'Hanoi Center Silk Classic Hotel & Travel', 'Hanoi Splendid Premium Hotel', 'GRAND CITITEL Hanoi Hotel & Spa', 'Shining Central Hotel & Spa', 'Amira Hotel Hanoi', 'Hotel Omina Hanoi Travel', 'Golden Sail Hotel & Spa', 'Alisa Hotel & Spa', 'Silk Path Boutique Hanoi', 'Loom Hotel Hanoi', 'Kecho Legacy Hotel Hanoi & Spa', 'Embrace Boutique Hanoi Hotel', 'Hanoi Center Silk Premium Hotel & Spa & Travel', 'TrangTrang Premium Hotel & Sky Bar', 'Solare De Monte Hotel & Spa', 'Hanoi Central Hotel & Residences', 'Eliana Signature Hanoi Hotel', 'Hanoi Allure Hotel']"
1351,"['M Hotel Danang', 'Golden Lotus Hotel Da Nang - Rooftop Bar Sea View', 'Roliva Hotel & Apartment Danang', 'PHUC LONG LUXURY Danang', 'Ocean Bliss Hotel - Free Sauna', 'Golden Lotus Grand Da Nang - Panoramic Rooftop Bar & Daily Afternoon Tea', 'Minh Quan Hotel - Da Nang Center By HOS', 'KOVA Diamond Hotel Da Nang', 'JBAY Beachfront Boutique Hotel', 'Leaf Beachfront Hotel Da Nang', 'ELC Luxury Hotel Danang - An Thuong Walking Street', 'Thè HEM Hotel and Apartment', 'Maximilan Danang Beach Hotel', 'Nesta Hotel Da Nang', 'Stella Maris Beach Danang', 'Golden Lotus Luxury Hotel Danang - Complimentary Daily Afternoon Tea', 'The Sail Hotel - My Khe Beach', 'Prague Da Nang Beach Hotel', 'Capecia Danang Hotel and Apartment', 'Balcona Hotel Da Nang', 'Melia Danang Beach Resort', 'Sala Danang Beach Hotel', 'voco Ma Belle Danang by IHG', 'Lucia Beach Hotel', 'Estrella Boutique Hotel']"
1355,"['Eden Star Saigon Hotel', 'The Reverie Saigon', '22Land Hotel Saigon', 'Winsuites Saigon Hotel', 'La Vie - Saigon Homestay', 'Orchids Saigon Hotel', 'Sheraton Saigon Grand Opera Hotel', 'The Cafe Apartment building - 6even', 'Savvy by M Village Hai Ba Trung - Saigon Downtown', '6even Apartments - Phố đi bộ Nguyễn Huệ', 'Hato Saigon Boutique Hotel & Rooftop', 'M City Hotel Saigon - Complimentary Afternoon Tea Served Daily', 'Icon Saigon - LifeStyle Design Hotel', 'N3 Opera Residence', 'Hilton Saigon', 'Signature by M Village Hai Bà Trưng', 'Hotel Indigo Saigon the City by IHG', 'Anima - Vietnamese Contemporary Art Boutique Hotel', 'Liberty Central Saigon Citypoint', 'Sky Gem Central Hotel', 'La Siesta Premium Saigon', 'Hana Home Service Apartment', 'Nesta Hotel Saigon', 'Roseland Sweet Hotel', 'Le Bijou Chic in the Heart of Saigon Charm with VIEW']"
1356,"['Le Macaron City Center - Boutique Hotel Đà Lạt', 'Feliz Dalat Homestay', 'Centro Hotel Da Lat', 'Peach Valley Hotel Dalat', 'Nguyễn Tài Hostel & Coffee Đà Lạt', 'Hanah Hotel Dalat', 'Thanh Hùng Dalat Hotel', 'Lacami Dalat Hotel', 'Phu Tho Da Lat Hotel', 'Torino Hotel Dalat', 'Hotel Làng Kò Hơ', 'New Life Hotel - Da Lat', 'Khách sạn Nam Ngọc Đà Lạt', ""D'Mai Xanh Boutique Hotel Da Lat"", 'Bach Place Dalat', 'Marigold Hotel Dalat', '688 Hotel Đà Lạt', 'Greenview City Hotel', 'Đông Đức Hostel Đà Lạt', 'Wisteria Hotel Dalat', 'Resort Hoa Sim Da Lat', 'Villa Hẻm Đà Lạt', 'Soda Hotel Đà Lạt', 'Dalat Memory Inn', 'Dalat ECO Hotel 2']"
1359,"['Hanoi Center Silk Classic Hotel & Travel', 'Solaria Tesori Hotel', 'Hanoi Old Quarter Hotel & Travel', 'Hanoi Bliss Mai Hac De', 'Hanoi Center Silk Hotel & Travel', 'Hanoi E Central Luxury Hotel', 'Amira Hotel Hanoi', 'Hotel Omina Hanoi Travel', 'Golden Sail Hotel & Spa', 'Madelise Grand Hotel', 'Hanoi Emerald Waters Hotel Valley', ""H Hôtel L'Art Hanoi"", 'Hanoi Silk Classy Hotel & Travel', ""Dom's Residence Hoan Kiem"", 'TrangTrang Classy Hotel', 'Tunger Premium Hotel & Travel', 'Embrace Boutique Hanoi Hotel', 'Hanoi Splendid Premium Hotel', 'HOTEL du LAC SIGNATURE', 'Elegance Premium Hotel', 'Kecho Legacy Hotel Hanoi & Spa', 'TrangTrang Luxury Hotel', '*SUPER LOCATION*2 BEDS*OLD QUARTER', 'Hanoi Le Chateau Hotel & Spa', 'MAY DE VILLE Corner Hotel']"
1361,"['Torino Hotel Dalat', 'Khách Sạn Mỹ Hằng', 'Lovely House', 'DALAT STREAM HOTEL-Khách sạn đẹp Đà Lạt', '688 Hotel Đà Lạt', 'Mia House Dalat', 'Cattleya', 'LE PHUONG Dalat', 'Dalat ECO Hotel 2', 'THIEN AN GUEST HOUSE', 'Q-Center Dalat', 'Lavender Tim', 'Together Is Home', 'Marigold Hotel Dalat', 'LÉ BOISE HOTEL Đà Lạt', 'Dalat Luxury Hotel', 'HOÀNG DIỆU DALAT', 'Đông Đức Hostel Đà Lạt', 'DaLat Night', 'TTR Moonstone Apart Hotel', 'Strawberry Hotel Dalat', 'Khách Sạn Lối Về Đà Lạt', 'De Luna House Dalat - Homestay giá rẻ', 'Thanh Do Hotel', 'Ngọc Khánh Hotel']"
1362,"['Gia Nguyễn Hotel Dalat', 'Jolie House', 'ALEX HOTEL Peony', 'DALAT STREAM HOTEL-Khách sạn đẹp Đà Lạt', 'Nhà nghỉ Nghĩa Nhân', 'Ngọc Nguyên Homestay', '688 Hotel Đà Lạt', 'September Garden Homestay', 'Dalat ECO Hotel 2', 'Sunset Hill Dalat', 'Dalat Roof Hotel', 'Savio Hotel Trieu Viet Vuong', 'Cattleya', 'Chloe Homestay', 'Hotel Phạm Duy', 'Nhà Sói Homestay Da Lat', 'Khách Sạn Mỹ Hằng', 'Phuong Anh Hotel', 'VMT Hotel Da Lat', 'ARTIS Hotel Da Lat', 'THIEN AN GUEST HOUSE', 'Mia House Dalat', 'Mai Ngoc Hotel', 'Lavender Tim', 'Rose Valley Hotel Da Lat Vietnam']"
1366,"['Awaken Da Nang Hotel', 'Nesta Hotel Da Nang', 'Mangata Beachfront Hotel - Rooftop Bar Sea View', 'Seashore Hotel & Apartment', 'Quoc Cuong Center Da Nang Hotel by Haviland', 'M Hotel Danang', 'Leaf Beachfront Hotel Da Nang', 'Phú An Hotel', 'Prince Hotel Da Nang', 'The Sail Hotel - My Khe Beach', 'Balcona Hotel Da Nang', 'Grand Gold Hotel', 'Golden Lotus Hotel Da Nang - Rooftop Bar Sea View', 'Maximilan Danang Beach Hotel', 'Coral Cove Hotel', 'KOVA Diamond Hotel Da Nang', 'Golden Lotus Grand Da Nang - Panoramic Rooftop Bar & Daily Afternoon Tea', 'Century Hotel Da Nang', 'The Dream Beach Hotel Danang', 'Thè HEM Hotel and Apartment', 'voco Ma Belle Danang by IHG', 'Lucia Beach Hotel', 'The Garden Capsule Hotel', 'ELC Luxury Hotel Danang - An Thuong Walking Street', 'Estrella Boutique Hotel']"
1367,"['Dalat ECO Hotel 2', 'THIEN AN GUEST HOUSE', 'DALAT STREAM HOTEL-Khách sạn đẹp Đà Lạt', 'An Garden Dalat', 'Cattleya', 'Moc Thach Hostel Dalat', 'Nature Hotel Da Lat - Le Dai Hanh', 'Thanh Hùng Dalat Hotel', 'Hanah Hotel Dalat', 'Peach Valley Hotel Dalat', '688 Hotel Đà Lạt', 'The Note Dalat', 'HOÀNG DIỆU DALAT', 'Torino Hotel Dalat', ""The Morris Boutique Hotel 2 - O'TEL"", 'Feliz Dalat Homestay', 'Dalat Eco Hotel', 'ALEX HOTEL Peony', 'Mia House Dalat', 'Hotel Làng Kò Hơ', 'Pho Nui Hotel', 'Phu Tho Da Lat Hotel', 'Dalat Luxury Hotel', 'Quang Minh Dalat Hotel', 'MrLee Dalat House']"
1368,"['Hanoi Le Chateau Hotel & Spa', ""H Hôtel L'Art Hanoi"", 'Hanoi Center Silk Hotel & Travel', 'MAY DE VILLE Crown Hotel', 'Solare De Monte Hotel & Spa', 'Concon house', 'Loom Hotel Hanoi', 'The Q Boutique Hotel', 'Hanoi Allure Hotel', 'Hotel Omina Hanoi Travel', 'La Mejor Indochine Hotel', 'TrangTrang Classy Hotel', 'Ja Cosmo Hotel and Spa', 'Alisa Hotel & Spa', 'Grande Collection Hotel & Spa', 'Bonne Nuit Hotel & Spa Hanoi', 'TRUNG - The Coffee House', 'Hidden Paradise Apartment- 3 bedrooms -3 floors', 'Hanoi Center Silk Classic Hotel & Travel', 'La Sinfonía Majesty Hotel and Spa', 'La Dolce Vita Hotel', 'Elegance Premium Hotel', 'La Renta Premier Hotel & Spa Hanoi', 'Dong Xuan Boutique Hotel', 'The Embassy Hotel Hanoi']"
1372,"['DALAT STREAM HOTEL-Khách sạn đẹp Đà Lạt', 'Dalat ECO Hotel 2', 'Cattleya', '688 Hotel Đà Lạt', 'Dalat Luxury Hotel', 'THIEN AN GUEST HOUSE', 'Tường Vy Dalat Central', 'ARTIS Hotel Da Lat', 'Torino Hotel Dalat', 'Greenview City Hotel', 'AM Memory Central Hotel 2', 'Mia House Dalat', ""The Morris Boutique Hotel 2 - O'TEL"", 'Marigold Hotel Dalat', 'Hotel Phạm Duy', 'ALEX HOTEL Peony', 'Sam Ha Phuong Boutique Da Lat', 'Khách Sạn Mỹ Hằng', 'Sunset Hill Dalat', 'Hanah Hotel Dalat', 'Đông Đức Hostel Đà Lạt', 'Dalat Eco Hotel', 'Nhà Sói Homestay Da Lat', 'Gia Pham Hotel', 'M Hotel Đà Lạt']"
1373,"['Hanoi Center Silk Classic Hotel & Travel', 'Eliana Premio Hotel Hanoi', 'Meritel Hanoi', 'Léman Old Quarter', 'Hanoi Center Silk Hotel & Travel', 'Hanoi Le Chateau Hotel & Spa', 'Golden Sail Hotel & Spa', 'GRAND HOTEL du LAC Hanoi', 'Amira Hotel Hanoi', 'TRUNG - The Coffee House', ""Hanoi L'Heritage Diamond Hotel & Spa"", ""Dom's Residence Hoan Kiem"", 'Alisa Hotel & Spa', 'Hanoi Central Hotel & Residences', ""H Hôtel L'Art Hanoi"", '*SUPER LOCATION*2 BEDS*OLD QUARTER', 'Hanoi Hidden Guest House', 'TrangTrang Luxury Hotel', 'TrangTrang Premium Hotel & Sky Bar', 'Solare De Monte Hotel & Spa', 'Hanoi Allure Hotel', 'The Silk Boutique Hotel & Spa - Old Quarter City Center', 'Loom Hotel Hanoi', 'Madelise Grand Hotel', 'The Q Boutique Hotel']"
1375,"['Da Lat Lemongrass - Đà Lạt Sả', 'Nature Hotel Da Lat - Le Dai Hanh', '1 House', 'Triền Thông An Nhiên', 'Centro Hotel Da Lat', 'Hanah Hotel Dalat', 'Thanh Hùng Dalat Hotel', 'Persimmon Home Đà Lạt', 'Q-Center Dalat', ""Maison d'An - Boutique Hotel"", 'Vô Tư Luxury Hotel', 'Thanh Do Hotel', 'Khách sạn Quỳnh An', 'D Home Da Lat 4', 'Tai Thang Happy Hotel Da Lat', 'Tigon Flower House 2', 'Ngọc Khánh Hotel', 'Lavender Tim', 'LE PHUONG Dalat', 'Hotel Phuong Nghi', 'Phúc Đăng Huy Hotel', 'Lightning House 2', 'TTG Hostel In Da Lat', 'ALEX HOTEL Peony', 'My Anh Guest House']"
